# Average execution times of incrementers with N threads
# Note: This is placeholder data
# N	local ns	pdc ns
1	3644276.6500	10977869.880
2	29049505.750	68940810.570
4	54257063.140	219276301.270
8	108296439.390	479746329.900
16	210455810.290	923973967.850
32	417074572.480	1854949015.150
64	822218127.870	3799018869.040
